,film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,fulltext,category_name,amount,name,actors
59,59,Bear Graceland,A Astounding Saga of a Dog And a Boy who must Kill a Teacher in The First Manned Space Station,2006,1,4,2.99,160,20.99,R,['Deleted Scenes'],'astound':4 'bear':1 'boy':11 'dog':8 'first':19 'graceland':2 'kill':14 'man':20 'must':13 'saga':5 'space':21 'station':22 'teacher':16,Children,93.81,English             ,"Scarlett Damon, Penelope Cronyn, Ben Harris"
60,60,Beast Hunchback,A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China,2006,1,3,4.99,89,22.99,R,"['Deleted Scenes', 'Behind the Scenes']",'ancient':20 'awe':5 'awe-inspir':4 'beast':1 'boy':18 'china':21 'defeat':16 'epistl':7 'hunchback':2 'inspir':6 'must':15 'squirrel':13 'student':10,Classics,69.9,English             ,"Bette Nicholson, Jodie Degeneres, Angelina Astaire, Kenneth Torn, Susan Davis"
61,61,Beauty Grease,A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft,2006,1,5,4.99,175,28.99,G,"['Trailers', 'Commentaries']",'abandon':21 'beauti':1 'compos':10 'display':7 'fast':5 'fast-pac':4 'greas':2 'mine':22 'moos':13 'must':15 'pace':6 'robot':18 'shaft':23 'sink':16,Drama,125.79,English             ,"Cameron Zellweger, Ed Mansfield, Lucille Dee, Nick Degeneres, Michael Bening"
62,62,Bed Highball,A Astounding Panorama of a Lumberjack And a Dog who must Redeem a Woman in An Abandoned Fun House,2006,1,5,2.99,106,23.99,NC-17,"['Trailers', 'Commentaries', 'Deleted Scenes']",'abandon':19 'astound':4 'bed':1 'dog':11 'fun':20 'highbal':2 'hous':21 'lumberjack':8 'must':13 'panorama':5 'redeem':14 'woman':16,Documentary,24.94,English             ,"Jennifer Davis, Gina Degeneres, Susan Davis, Albert Nolte, Audrey Bailey"
63,63,Bedazzled Married,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,2006,1,6,0.99,73,21.99,PG,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'abandon':21 'astound':4 'bedazzl':1 'charact':5 'fun':22 'hous':23 'mad':17 'madman':9 'marri':2 'meet':15 'must':14 'robot':12 'scientist':18 'studi':6,Family,14.879999999999999,English             ,"Lucille Tracy, Gary Phoenix, Dan Harris, Penelope Monroe, Jayne Nolte, Laurence Bullock, Reese West"
64,64,Beethoven Exorcist,A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico,2006,1,6,0.99,151,26.99,PG-13,"['Commentaries', 'Behind the Scenes']",'beethoven':1 'butler':16 'challeng':14 'display':5 'epic':4 'exorcist':2 'gulf':19 'mexico':21 'must':13 'pioneer':8 'student':11,Drama,16.89,English             ,"Sandra Peck, Warren Jackman, Scarlett Bening, Minnie Kilmer, Vivien Basinger, Bela Walken"
65,65,Behavior Runaway,A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin,2006,1,3,4.99,100,20.99,PG,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'behavior':1 'berlin':19 'drama':5 'husband':11 'must':13 'outrac':14 'runaway':2 'student':8 'sumo':16 'unbeliev':4 'wrestler':17,Horror,87.89,English             ,"Tim Hackman, Reese Kilmer, Daryl Wahlberg, Rita Reynolds, Ed Guiness"
66,66,Beneath Rush,A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station,2006,1,6,0.99,53,27.99,NC-17,"['Commentaries', 'Deleted Scenes']","'astound':4 'beneath':1 'discov':14 'first':19 'man':8,16,20 'monkey':11 'must':13 'panorama':5 'rush':2 'space':21 'station':22",Children,16.9,English             ,"Reese Kilmer, Angelina Astaire, Gene Willis, Chris Bridges, Susan Davis, Jane Jackman, Vivien Basinger"
67,67,Berets Agent,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,2006,1,5,2.99,77,24.99,PG-13,['Deleted Scenes'],'agent':2 'ancient':19 'beret':1 'boy':11 'china':20 'crocodil':8 'must':13 'overcom':14 'saga':5 'taut':4 'technic':16 'writer':17,Action,72.80000000000001,English             ,"Grace Mostel, Julia Barrymore, Jessica Bailey, Julianne Dench, Cate Harris, Angela Witherspoon, Ian Tandy, William Hackman, Meryl Allen, Julia Fawcett"
68,68,Betrayed Rear,A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank,2006,1,5,4.99,122,26.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'betray':1 'boat':9 'charact':5 'emot':4 'explor':17 'find':15 'must':14 'pioneer':12 'rear':2 'shark':20 'studi':6 'tank':21,Children,79.87,English             ,"Christian Akroyd, Angelina Astaire, Morgan Mcdormand, Nick Degeneres"
69,69,Beverly Outlaw,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,2006,1,3,2.99,85,21.99,R,['Trailers'],'bever':1 'boat':11 'defeat':14 'documentari':5 'fanci':4 'first':19 'madman':16 'man':20 'must':13 'outlaw':2 'space':21 'station':22 'woman':8,Sci-Fi,115.79,English             ,"Sandra Peck, Jodie Degeneres, Ralph Cruz, John Suvari"
70,70,Bikini Borrowers,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,2006,1,7,4.99,142,26.99,NC-17,"['Commentaries', 'Deleted Scenes']",'astound':4 'astronaut':8 'bikini':1 'borrow':2 'cat':11 'discov':14 'drama':5 'first':19 'man':20 'must':13 'space':21 'station':22 'woman':16,Animation,79.86,English             ,"Bette Nicholson, Penelope Cronyn"
71,71,Bilko Anonymous,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,2006,1,3,4.99,100,25.99,PG-13,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']","'anonym':2 'bilko':1 'cat':16 'emot':4 'first':19 'man':11,20 'meet':14 'must':13 'reflect':5 'space':21 'station':22 'teacher':8",Family,94.88,English             ,"Goldie Brody, Ellen Presley, Russell Close"
72,72,Bill Others,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,1,6,2.99,93,12.99,PG,"['Trailers', 'Commentaries']",'bill':1 'challeng':16 'convent':22 'forens':12 'mad':8 'must':15 'mysql':21 'other':2 'psychologist':13 'saga':5 'scientist':9 'squirrel':18 'stun':4,Documentary,63.82000000000001,English             ,"Dustin Tautou, Minnie Zellweger, Chris Bridges, Russell Temple, Al Garland, Laurence Bullock"
73,73,Bingo Talented,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,1,5,2.99,150,22.99,PG-13,"['Trailers', 'Commentaries']",'bingo':1 'crocodil':11 'discov':14 'girl':8 'must':13 'nigeria':18 'tale':5 'talent':2 'touch':4 'waitress':16,Sci-Fi,119.75,English             ,"Goldie Brody, Cameron Wray, Cary Mcconaughey, Jon Chase, Renee Ball"
74,74,Birch Antitrust,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,2006,1,4,4.99,162,18.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes']",'antitrust':2 'baloon':19 'birch':1 'dog':16 'fanci':4 'husband':8 'must':13 'outgun':14 'panorama':5 'pioneer':11,Music,74.89,English             ,"Joe Swank, Woody Hoffman, Daryl Wahlberg, Ewan Gooding, Alan Dreyfuss, Matthew Carrey"
75,75,Bird Independence,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,2006,1,6,4.99,163,14.99,G,"['Commentaries', 'Behind the Scenes']",'bird':1 'canadian':19 'car':8 'documentari':5 'hunter':16 'independ':2 'must':13 'rocki':20 'sink':14 'student':11 'thrill':4,Travel,53.910000000000004,English             ,"Fay Kilmer, Jayne Nolte"
76,76,Birdcage Casper,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,2006,1,4,0.99,103,23.99,NC-17,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7,Music,23.91,English             ,"Kenneth Pesci, Kenneth Torn, Salma Nolte, Renee Ball"
77,77,Birds Perdition,A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California,2006,1,5,4.99,61,15.99,G,"['Trailers', 'Behind the Scenes']",'bird':1 'bore':4 'california':18 'dog':16 'face':14 'must':13 'perdit':2 'pioneer':11 'stori':5 'woman':8,New,102.83,English             ,"Sandra Peck, Gary Penn, Sylvester Dern, Whoopi Hurt"
78,78,Blackout Private,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,2006,1,7,2.99,85,12.99,PG,"['Trailers', 'Deleted Scenes']",'agent':19 'ancient':21 'blackout':1 'challeng':16 'chef':9 'intrepid':4 'japan':22 'mad':12 'must':15 'pastri':8 'privat':2 'scientist':13 'secret':18 'yarn':5,Animation,78.77000000000001,English             ,"Sandra Kilmer, Cary Mcconaughey, Cameron Zellweger, Kenneth Hoffman, Matthew Carrey"
79,79,Blade Polish,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,2006,1,5,0.99,114,10.99,PG-13,"['Trailers', 'Behind the Scenes']",'blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4,Drama,29.810000000000002,English             ,"Jennifer Davis, Alec Wayne, Kevin Garland, River Dean, Angela Witherspoon"
80,80,Blanket Beverly,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,2006,1,7,2.99,148,21.99,G,['Trailers'],'bever':2 'blanket':1 'boat':16 'build':14 'documentari':5 'emot':4 'girl':11 'must':13 'nigeria':18 'student':8,Family,33.900000000000006,English             ,"Fred Costner, Alan Dreyfuss, Burt Temple, Thora Temple"
81,81,Blindness Gun,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,2006,1,6,4.99,103,29.99,PG-13,"['Trailers', 'Behind the Scenes']",'blind':1 'boat':20 'dentist':11 'drama':5 'gun':2 'hunter':16 'jet':19 'meet':14 'must':13 'robot':8 'touch':4,Sci-Fi,71.87,English             ,"Burt Dukakis, Chris Bridges, Adam Hopper"
82,82,Blood Argonauts,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,1,3,0.99,71,13.99,G,"['Trailers', 'Commentaries', 'Behind the Scenes']",'argonaut':2 'blood':1 'bore':4 'drama':5 'explor':8 'kill':14 'lumberjack':16 'man':11 'manhattan':19 'must':13 'penthous':20,Family,30.93,English             ,"Cate Mcqueen, Adam Hopper, Laura Brody, Cuba Birch"
83,83,Blues Instinct,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,2006,1,5,2.99,50,18.99,G,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",'abandon':20 'blue':1 'boat':8 'compos':11 'documentari':5 'forens':16 'fun':21 'hous':22 'insight':4 'instinct':2 'meet':14 'must':13 'psychologist':17,Family,75.82000000000001,English             ,"Cameron Streep, Groucho Dunst, Salma Nolte, Matthew Carrey"
84,84,Boiled Dares,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,2006,1,7,4.99,102,13.99,PG,"['Trailers', 'Commentaries']",'ancient':20 'awe':5 'awe-inspir':4 'boil':1 'dare':2 'dentist':18 'discov':16 'dog':13 'inspir':6 'japan':21 'must':15 'stori':7 'waitress':10,Travel,66.87,English             ,"Dan Torn, Tim Hackman, Nick Stallone, Penelope Pinkett, Jim Mostel, Morgan Hopkins, Gregory Gooding, Julia Fawcett"
85,85,Bonnie Holocaust,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,1,4,0.99,63,29.99,G,['Deleted Scenes'],'ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7,Documentary,31.85,English             ,"Johnny Lollobrigida, Julia Mcqueen, Henry Berry, Minnie Zellweger, Susan Davis, Frances Tomei, Fay Winslet, Oprah Kilmer, Ed Guiness"
86,86,Boogie Amelie,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,2006,1,6,4.99,121,11.99,R,"['Commentaries', 'Behind the Scenes']",'ameli':2 'boogi':1 'charact':5 'gulf':22 'husband':9 'lacklustur':4 'mexico':24 'must':15 'studi':6 'succumb':16 'sumo':12 'technic':18 'wrestler':13 'writer':19,Music,140.74,English             ,"Kevin Bloom, Jodie Degeneres, Groucho Sinatra, Nick Degeneres, Gene Mckellen, Meryl Allen"
87,88,Born Spinal,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,7,4.99,179,17.99,PG,"['Trailers', 'Commentaries', 'Deleted Scenes']",'born':1 'epistl':5 'frisbe':8 'husband':11 'must':13 'nigeria':18 'pursu':14 'spinal':2 'student':16 'touch':4,Travel,59.88,English             ,"Kirsten Paltrow, Sissy Sobieski, Nick Stallone, Dustin Tautou, Ray Johansson, Kenneth Paltrow, Dan Streep, Rita Reynolds, Meryl Allen"
88,89,Borrowers Bedazzled,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,2006,1,7,0.99,63,22.99,G,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12,Animation,25.8,English             ,"Cuba Olivier, Elvis Marx, Kirk Jovovich, Scarlett Damon, Daryl Crawford, Harvey Hope, Jon Chase"
89,90,Boulevard Mob,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,2006,1,3,0.99,63,11.99,R,['Trailers'],'ancient':18 'boulevard':1 'china':19 'confront':14 'epistl':5 'fate':4 'lumberjack':16 'mob':2 'monkey':11 'moos':8 'must':13,New,56.84,English             ,"Rip Crawford, Audrey Olivier, Kirsten Akroyd, Morgan Mcdormand, Dan Streep, Ewan Gooding, Angela Witherspoon, Harvey Hope"
90,91,Bound Cheaper,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,2006,1,5,0.99,98,17.99,PG,['Behind the Scenes'],'administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4,Classics,50.760000000000005,English             ,"Karl Berry, Cuba Olivier"
91,92,Bowfinger Gables,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,2006,1,7,4.99,72,19.99,NC-17,"['Trailers', 'Deleted Scenes']",'bowfing':1 'california':20 'compos':13 'dentist':18 'fast':5 'fast-pac':4 'gabl':2 'must':15 'outgun':16 'pace':6 'waitress':10 'yarn':7,Horror,56.89,English             ,"Karl Berry, Carmen Hunt, Michelle Mcconaughey, Minnie Zellweger, Will Wilson"
92,93,Brannigan Sunrise,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,2006,1,4,4.99,121,27.99,PG,['Trailers'],'amaz':4 'berlin':18 'brannigan':1 'crocodil':11 'dog':16 'epistl':5 'moos':8 'must':13 'outrac':14 'sunris':2,New,56.910000000000004,English             ,"Rip Crawford, Kenneth Hoffman"
93,94,Braveheart Human,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,1,7,2.99,176,14.99,PG-13,"['Trailers', 'Deleted Scenes']",'battl':15 'berlin':19 'braveheart':1 'chef':12 'dog':8 'girl':17 'human':2 'insight':4 'must':14 'pastri':11 'stori':5,Family,16.950000000000003,English             ,"Nick Stallone, Kirsten Akroyd, Jane Jackman, Jayne Nolte"
94,95,Breakfast Goldfinger,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,2006,1,5,4.99,123,18.99,G,"['Trailers', 'Commentaries', 'Deleted Scenes']","'beauti':4 'berlin':18 'breakfast':1 'fight':14 'goldfing':2 'moos':16 'must':13 'reflect':5 'student':8,11",New,104.84,English             ,"Angelina Astaire, Russell Temple, Al Garland, Michael Bolger, Julia Zellweger"
95,96,Breaking Home,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,1,4,2.99,169,21.99,PG-13,"['Trailers', 'Commentaries']",'abandon':21 'agent':9 'battl':15 'beauti':4 'break':1 'display':5 'home':2 'mine':22 'monkey':12 'must':14 'secret':8 'shaft':23 'sumo':17 'wrestler':18,New,41.900000000000006,English             ,"Grace Mostel, Helen Voight, Woody Hoffman, Carmen Hunt, Frances Tomei, Morgan Williams"
96,97,Bride Intrigue,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,2006,1,7,0.99,56,24.99,G,"['Trailers', 'Commentaries', 'Behind the Scenes']",'bride':1 'epic':4 'intrigu':2 'man':16 'monkey':11 'must':13 'new':18 'orlean':19 'robot':8 'tale':5 'vanquish':14,Action,20.82,English             ,Angela Hudson
97,99,Bringing Hysterical,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,2006,1,7,2.99,136,14.99,PG,['Trailers'],'boat':22 'bring':1 'fate':4 'find':16 'hyster':2 'jet':21 'must':15 'saga':5 'shark':9 'technic':12 'woman':18 'writer':13,Comedy,68.81,English             ,"Frances Day-Lewis, Angela Witherspoon"
98,100,Brooklyn Desert,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,1,7,4.99,161,21.99,R,['Commentaries'],'battl':14 'beauti':4 'brooklyn':1 'compos':11 'dentist':8 'desert':2 'drama':5 'first':20 'man':21 'must':13 'space':22 'station':23 'sumo':16 'wrestler':17,Foreign,106.81,English             ,"Jodie Degeneres, Jayne Neeson, Sean Guiness, Albert Nolte, Groucho Williams"
99,101,Brotherhood Blanket,A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan,2006,1,3,0.99,73,26.99,R,['Behind the Scenes'],'ancient':20 'astronaut':18 'blanket':2 'brotherhood':1 'butler':9 'charact':5 'fate':4 'japan':21 'must':15 'sink':16 'studi':6 'technic':12 'writer':13,Documentary,98.77000000000001,English             ,"Fred Costner, Frances Day-Lewis, Jude Cruise, Jayne Neeson, Daryl Crawford"
100,102,Bubble Grosse,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,2006,1,4,4.99,60,20.99,R,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",'awe':5 'awe-inspir':4 'baloon':21 'bubbl':1 'confront':16 'crocodil':10 'girl':18 'gross':2 'inspir':6 'moos':13 'must':15 'panorama':7,Sports,35.94,English             ,"Vivien Basinger, Mena Hopper, Rock Dukakis"
101,103,Bucket Brotherhood,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,2006,1,7,4.99,133,27.99,PG,"['Commentaries', 'Deleted Scenes']",'amaz':4 'baloon':19 'brotherhood':2 'bucket':1 'display':5 'factori':20 'girl':8 'lumberjack':16 'must':13 'succumb':14 'woman':11,Travel,150.72,English             ,"Rip Crawford, Tim Hackman, Gary Phoenix, Charlize Dench, Kirsten Akroyd, Burt Temple"
102,104,Bugsy Song,A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station,2006,1,4,2.99,119,17.99,G,['Commentaries'],'agent':12 'awe':5 'awe-inspir':4 'boat':15 'bugsi':1 'charact':7 'find':18 'first':23 'inspir':6 'man':24 'must':17 'secret':11 'song':2 'space':25 'squirrel':20 'station':26 'studi':8,Foreign,45.910000000000004,English             ,"Woody Jolie, Kirsten Akroyd"
103,105,Bull Shawshank,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,1,6,0.99,125,21.99,NC-17,['Deleted Scenes'],'bull':1 'canadian':19 'conquer':14 'drama':5 'fanci':4 'moos':8 'must':13 'pioneer':16 'rocki':20 'shawshank':2 'squirrel':11,Action,21.84,English             ,"Nick Wahlberg, Sandra Kilmer, Alec Wayne, Kirk Jovovich, Dan Streep, Julianne Dench, Angela Witherspoon, Jayne Nolte"
